0.000000,0.942637,-0.000329,0.007348,-0.010880,0.007535,1.024309,-0.002848,0.005635,-0.003129,-0.003116,0.999974,-0.023345,-0.341473,-0.322196
0.002860,0.963356,-0.013767,0.001240,-0.012102,0.005901,1.019144,-0.000310,0.005623,-0.003105,-0.003137,0.999974,-0.022446,-0.339473,-0.317302
0.006654,0.952666,-0.027206,0.012235,-0.008437,0.005222,1.021819,-0.001354,0.005575,-0.003066,-0.003151,0.999975,-0.023332,-0.337384,-0.319274
0.010648,0.952556,-0.024763,0.011014,-0.016989,0.005463,1.021841,-0.003317,0.005535,-0.003032,-0.003178,0.999975,-0.024295,-0.338391,-0.320272
0.014681,0.968429,-0.019876,0.017122,-0.013324,0.003868,1.017885,0.000181,0.005496,-0.003004,-0.003189,0.999975,-0.028140,-0.335271,-0.318421
0.018571,0.989960,-0.029649,0.012235,-0.010880,0.002464,1.012507,-0.000223,0.005458,-0.003000,-0.003185,0.999976,-0.029161,-0.338346,-0.318446
0.021998,0.979264,-0.019876,-0.003647,-0.012102,0.002543,1.015181,0.000463,0.005432,-0.003003,-0.003202,0.999976,-0.026264,-0.339404,-0.319347
0.025868,0.995107,-0.027206,0.014679,-0.013324,0.010695,1.011160,0.003594,0.005416,-0.002979,-0.003155,0.999976,-0.028277,-0.339415,-0.315500
0.029714,0.985998,-0.033314,0.009792,-0.007215,0.004001,1.013491,0.001743,0.005383,-0.002971,-0.003146,0.999976,-0.028277,-0.339415,-0.315500
0.033554,1.000000,-0.022319,0.007348,-0.012102,0.005107,1.008399,0.001612,0.005298,-0.002934,-0.003132,0.999977,-0.026127,-0.335259,-0.322268
0.038772,1.000000,-0.027206,0.003683,-0.010880,0.003893,1.009332,0.003790,0.005277,-0.002947,-0.003111,0.999977,-0.028237,-0.338377,-0.316474
0.042368,1.000000,-0.021097,0.007348,-0.014546,0.003131,1.009085,0.002556,0.005211,-0.002887,-0.003134,0.999977,-0.024235,-0.337343,-0.322220
0.046316,1.000000,-0.024763,0.008570,-0.016989,-0.002068,1.001408,0.006573,0.005169,-0.002902,-0.003171,0.999977,-0.028214,-0.339388,-0.318421
0.049452,1.000000,-0.033314,0.001240,-0.013324,0.001245,1.004177,0.003120,0.005120,-0.002981,-0.003143,0.999978,-0.032057,-0.337287,-0.317544
0.053579,1.000000,-0.036979,-0.002425,-0.007215,0.002427,1.001506,0.004662,0.005024,-0.003000,-0.003127,0.999978,-0.028115,-0.337302,-0.321343
0.057427,1.000000,-0.007659,0.008570,-0.007215,0.004843,0.998633,0.004013,0.005015,-0.003040,-0.003069,0.999978,-0.031074,-0.336271,-0.317520
0.061326,1.000000,-0.023541,0.002462,0.001337,0.005141,1.000087,0.005462,0.004967,-0.003090,-0.002996,0.999978,-0.031074,-0.336271,-0.317520
0.065311,1.000000,-0.016211,0.015900,-0.001107,0.004042,0.997175,0.002066,0.004993,-0.002991,-0.003006,0.999979,-0.022465,-0.340503,-0.317303
0.069282,1.000000,-0.012546,0.008570,-0.012102,0.003545,0.997160,0.002797,0.004979,-0.002876,-0.003052,0.999979,-0.020437,-0.337422,-0.319201
0.073425,1.000000,-0.001550,0.003683,-0.002329,0.003647,1.000560,0.003960,0.004983,-0.002886,-0.003020,0.999979,-0.028177,-0.337329,-0.318421
0.077321,1.000000,-0.002772,-0.006090,0.001337,0.003634,1.000586,0.001010,0.004967,-0.002922,-0.002974,0.999979,-0.029061,-0.336260,-0.321367
0.080351,1.000000,-0.000329,-0.003647,0.005002,0.006473,1.003292,0.003696,0.004960,-0.002891,-0.002932,0.999979,-0.025237,-0.339389,-0.322244
0.084408,1.000000,-0.012546,0.015900,-0.013324,0.004055,1.006682,0.000895,0.004982,-0.002794,-0.002963,0.999979,-0.022429,-0.337424,-0.316328
0.088460,1.000000,-0.018654,0.003683,-0.013324,0.002785,1.006698,-0.003544,0.005005,-0.002774,-0.002975,0.999979,-0.026262,-0.340424,-0.320321
0.092312,1.000000,0.003336,-0.002425,-0.029206,0.002081,1.007364,0.002331,0.005036,-0.002769,-0.003022,0.999979,-0.026262,-0.340424,-0.320321
0.096364,1.000000,0.003336,-0.002425,-0.015767,0.001044,1.006389,0.000371,0.005059,-0.002822,-0.003021,0.999979,-0.030086,-0.337295,-0.319443
0.100312,0.995708,-0.011324,0.007348,-0.014546,0.003421,1.011067,-0.000674,0.005042,-0.002806,-0.003027,0.999979,-0.027150,-0.337314,-0.321318
0.104304,0.991636,-0.016211,0.004905,-0.013324,0.004945,1.012078,-0.001657,0.005059,-0.002781,-0.003037,0.999979,-0.025366,-0.337404,-0.314453
0.108339,0.991910,-0.007659,0.006127,-0.027984,0.001441,1.012019,-0.002192,0.005071,-0.002754,-0.003092,0.999979,-0.025276,-0.340427,-0.321270
0.111571,0.992761,-0.018654,0.017122,-0.032871,0.002430,1.011802,-0.003158,0.005083,-0.002733,-0.003136,0.999978,-0.028231,-0.341437,-0.319396
0.115432,0.986917,-0.028428,0.006127,-0.035314,0.001464,1.013259,-0.004673,0.005081,-0.002705,-0.003206,0.999978,-0.024417,-0.339466,-0.315403
0.119347,0.997740,-0.014989,0.009792,-0.030428,0.000390,1.010556,-0.004142,0.005149,-0.002687,-0.003263,0.999978,-0.026382,-0.342519,-0.316426
0.123333,0.973269,-0.033314,-0.004868,-0.018211,0.003577,1.016676,-0.001274,0.005106,-0.002694,-0.003289,0.999978,-0.026308,-0.338402,-0.316425
0.127318,0.983028,-0.010102,-0.001203,-0.018211,0.000234,1.014224,-0.006182,0.005129,-0.002697,-0.003322,0.999978,-0.026308,-0.338402,-0.316425
0.131300,0.977681,-0.008880,-0.010977,-0.018211,-0.002698,1.015576,0.000142,0.005119,-0.002696,-0.003376,0.999978,-0.022363,-0.339437,-0.321198
0.135314,0.995876,-0.012546,-0.004868,-0.029206,-0.000092,1.011026,-0.003175,0.005118,-0.002680,-0.003440,0.999977,-0.024276,-0.337362,-0.320272
0.139330,0.972502,-0.016211,0.018344,-0.025541,-0.001938,1.016858,-0.005525,0.005114,-0.002651,-0.003490,0.999977,-0.027252,-0.338380,-0.317423
0.142583,0.996214,-0.021097,-0.001203,-0.020654,-0.002826,1.010942,0.000724,0.005114,-0.002660,-0.003542,0.999977,-0.026303,-0.340442,-0.318373
0.146423,0.999727,-0.011324,0.008570,-0.005994,0.001136,1.010065,-0.002157,0.005097,-0.002662,-0.003524,0.999977,-0.028094,-0.337292,-0.322316
0.150372,0.987121,-0.030871,0.001240,-0.012102,-0.000280,1.013215,-0.003220,0.005067,-0.002658,-0.003546,0.999977,-0.026260,-0.341444,-0.321295
0.154268,0.991203,-0.030871,-0.002425,-0.010880,0.000220,1.012195,0.002949,0.005021,-0.002663,-0.003562,0.999978,-0.026266,-0.338384,-0.318373
