0.000000,-4.026433,0.438049,0.000000,-1.270818,0.181447,0.208800 
0.103178,-4.235214,0.320607,0.000000,-2.420639,-0.046466,0.208446 
0.204019,-6.000025,0.192734,0.000000,-3.753897,0.230668,0.481512 
0.304431,-4.471815,0.193593,0.000000,-4.016809,0.546252,0.756800 
0.405193,-3.387823,1.808277,0.000000,-4.308442,0.744809,0.490170 
0.505942,-7.036751,-0.848247,0.000000,-5.305112,0.546714,0.414745 
0.606678,-4.532711,-0.494324,0.000000,-5.582325,0.332574,0.498501 
0.707439,-5.121876,-0.944233,0.000000,-5.978367,0.097581,0.590175 
0.808248,-6.869632,0.766618,0.000000,-6.807441,0.265146,0.767730 
0.908806,-6.954861,-0.354984,0.000000,-7.208575,0.215886,0.791579 
1.009550,-8.297954,-0.021914,0.000000,-7.742175,0.483795,0.736173 
1.110149,-7.554099,-2.461792,0.000000,-8.352065,-0.377952,0.747123 
1.210912,-4.259924,-1.878267,0.000000,-6.911912,-0.815214,1.290738 
1.311543,1.701496,-0.289649,0.000000,0.628102,0.039692,0.513262 
1.412414,11.136284,1.292324,0.000000,13.879390,1.052952,-0.305162 
1.513021,34.408680,0.402909,0.000000,32.831276,1.119299,-1.824651 
1.613696,59.165161,0.854062,0.000000,52.057449,1.823465,-2.778957 
1.714393,89.639008,6.404655,0.000000,74.680374,4.430926,-1.838443 
1.815135,70.456070,3.790003,0.000000,86.594017,3.770452,0.034431 
1.917881,70.986763,1.249827,0.000000,81.790741,2.650140,-0.877788 
2.016544,66.031898,0.577639,0.000000,75.591324,2.156106,-0.788791 
2.117237,59.889870,2.840674,0.000000,68.548569,2.370816,-0.080127 
2.218101,64.587921,4.027171,0.000000,67.853127,3.089020,0.415228 
2.319675,67.688606,3.442225,0.000000,68.379189,3.179082,0.488209 
2.419369,70.523705,2.174861,0.000000,69.678963,2.841720,0.510461 
2.520112,68.947121,3.503171,0.000000,69.974533,2.940784,0.568431 
2.620956,67.487968,2.826470,0.000000,68.890427,2.691564,0.501306 
2.721575,68.424461,3.183513,0.000000,68.724022,2.656097,0.416434 
2.822425,69.383415,2.415199,0.000000,67.547729,2.494160,0.548031 
2.923015,79.272339,3.182684,0.000000,60.083092,2.806132,0.718973 
3.024088,81.904762,4.791911,0.000000,51.629040,3.016525,-0.965704 
3.124454,48.878143,5.373199,0.000000,35.156052,1.844778,-1.212541 
3.225316,18.220528,1.655095,0.000000,22.377901,0.614904,0.057716 
3.325831,-6.494991,0.656176,0.000000,3.484878,0.161086,1.385277 
3.426565,-11.869500,0.810361,0.000000,3.092832,0.914641,0.606543 
3.527239,-5.854920,-2.679117,0.000000,-2.374616,-0.544894,0.826794 
3.628062,-2.670352,-0.403707,0.000000,-5.127791,-1.179997,1.482541 
3.728723,-7.053665,0.907416,0.000000,-3.744366,-0.329216,1.165545 
3.831722,-2.615537,-0.923755,0.000000,-2.977572,-0.173080,1.000575 
3.930273,-3.411886,-0.367589,0.000000,-3.634550,-0.164136,0.934633 
